title,user ratings,genres,cast
The Marvels,65.78,"['Science Fiction', 'Adventure', 'Action']","['Hansen Burton', 'Tessa Thompson', 'Kya Garwood', 'Cecily Cleeve', 'Akira Akbar', 'Park Seo-jun', 'Zenobia Shroff', 'Abraham Popoola', 'Iman Vellani', 'Annette Bening', 'Mohan Kapur', 'Brie Larson', 'Savannah Skinner-Henry', 'Teyonah Parris', 'Ffion Jolly', 'Samuel L. Jackson', 'Gary Lewis', 'Kelsey Grammer', 'Hailee Steinfeld', 'Saagar Shaikh', 'Lashana Lynch', 'Kennedy McCallum-Martin', 'Shereen Walker', 'Jude Law', 'Alex Hughes', 'Fikayo Ifarajimi', 'Shardiah Ssagala', 'Daniel Ings', 'Remi Dabiri-McQuaid', 'Rachel John', 'Zawe Ashton', 'Leila Farzad', 'Daniel Monteiro']"
Transformers: Rise of the Beasts,74.56,"['Action', 'Adventure', 'Science Fiction']","['Dominique Fishback', 'Frank Marrs', 'Michael Kelly', 'Peter Cullen', 'John DiMaggio', 'Ron Perlman', 'Michelle Yeoh', 'Lucas Huarancca', 'Mellissa Alvarez', 'Luna Lauren Velez', 'Tobe Nwigwe', 'Leni Parker', 'Aidan Devine', 'Colman Domingo', 'Josue Sallo', 'Kerwin Jackson', 'Cristo Fernández', 'Santusa Cutipa', 'Yesenia Inquillay', 'Anthony Ramos', 'Peter Dinklage', 'Jason D. Avalos', 'David Sobolov', 'Tongayi Chirisa', 'Lesley Stahl', 'Amiel Cayo', 'Michaela Jaé Rodriguez', 'Pete Davidson', 'Sean Tucker', 'Tyler Hall', 'Liza Koshy', ""Sumac T'Ika"", 'Gloria Cusi', 'Sarah Stiles', 'Dean Scott Vazquez', 'Mike Chute', 'Luke Jones', 'Jay Farrar']"
Spider-Man: Across the Spider-Verse,84.0,"['Animation', 'Action', 'Adventure', 'Science Fiction']","['Freddy Ferrari', ""Shakira Ja'nai Paye"", 'Jason Schwartzman', 'Alfred Molina', 'Ruth Zalduondo', 'Caitlin McKenna', 'Luna Lauren Velez', 'Karan Soni', 'Kerry Gutierrez', 'Marley Ralph', 'Daniel Kaluuya', 'Nicolas Cage', 'Nic Novicki', 'Hailee Steinfeld', 'Andrea Navedo', 'Post Malone', 'Erika Scopelli', 'Eliyas Qureshi', 'Cliff Robertson', 'Jasper Johannes Andrews', 'Metro Boomin', 'Rez Kempton', 'Jorge R. Gutierrez', 'Jharrel Jerome', 'Andrew Morgado', 'Sumit Naig', 'J.K. Simmons', 'Chris Parnell', 'Donald Glover', 'Lex Lang', 'Denis Leary', 'Oscar Isaac', 'Issa Rae', 'David Herman', 'Peggy Lu', 'Jason Linere-White', 'June Christopher', 'Bryan Cranston', 'Ben Pronsky', 'Deepti Gupta', 'Arthur Ortiz', 'Doug Nicholas', 'Antonina Lentini', 'Phil Lord', 'David Michie', 'Russell Tyre Francis', 'Sitara Attaie', 'Taran Killam', 'Sofia Barclay', 'Eliana A. Perez', 'Richard Miro', 'John Mulaney', 'Jaswant Dev Shrestha', 'Gredel Berrios Calladine', 'Rachel Dratch', 'Liam Neeson', 'Kathryn Hahn', 'Shameik Moore', 'Andrew Leviton', 'Natalia Castellanos', 'Ismail Bashey', 'Michelle Jubilee Gonzalez', 'Kimiko Glenn', 'Dennis Singletary', 'Lorraine Velez', 'Yuri Lowenthal', 'Tobey Maguire', 'Jack Quaid', 'Mike Rianda', 'Jake Johnson', 'Ziggy Marley', 'Gordon Ramsay', 'Michelle Ruff', 'Peter Sohn', 'Kamal Khan', 'Juan Pope', 'Ralph Ineson', 'Warren Sroka', 'Deepti Kingra-Mickelsen', 'Nicole Delaney', 'Lashana Rodriguez', 'Josh Keaton', 'Rita Rani Ahuja', 'Juan Pacheco', 'Narender Sood', 'Ashley London', 'Jorma Taccone', 'Cedric L. Williams', 'Shea Whigham', 'Marabina Jaimes', 'Kimberly Bailey', 'Lakshmi Patel', 'Mahershala Ali', 'Atsuko Okatsuka', 'Melanie Duke', 'Samantha Bee', 'Sheryl Underwood', 'Danielle Perez', 'Sohm Kapila', 'Amanda Troop', 'Christopher Miller', 'Stan Sellers', 'Sanjay Chandani', 'Al Rodrigo', 'Luisa Leschin', 'James Pirri', 'Chrystee Pharris', 'Greta Lee', 'Brian Tyree Henry', 'Andrew Garfield', 'Angelo Sekou Kouyate', 'Amandla Stenberg', 'Miguel Jiron', 'Melissa Sturm', 'Craig Robinson', 'Pradnya Kuwadekar', 'Libby Thomas Dickey', 'Andy Samberg', 'Ayo Edebiri', 'Elizabeth Perkins', 'Jacqueline Pinol', 'Mayuri Bhandari', 'Oscar Camacho']"
PAW Patrol: The Mighty Movie,69.27,"['Animation', 'Family', 'Action', 'Science Fiction', 'Comedy']","['Alan Kim', 'Luxton Handspiker', 'Kristen Bell', 'Kim Kardashian', 'James Marsden', 'Brice Gonzalez', 'Kim Roberts', 'Christian Corrao', 'Callum Shoniker', 'Nylan Parthipan', 'Lil Rel Howery', 'Christian Convery', 'Mckenna Grace', 'North West', 'Marsai Martin', 'Finn Lee-Epp', 'Ron Pardo', 'Serena Williams', 'Taraji P. Henson', 'Saint West', 'Chris Rock']"
Retribution,69.83,"['Action', 'Thriller', 'Crime']","['Embeth Davidtz', 'Gerhard Elfers', 'Antonije Stankovic', 'Matthew Modine', 'Michael S. Ruscheinsky', 'Peter Miklusz', 'Tine Gerhäeusser', 'Luc Etienne', 'Emily Kusche', 'Lilly Aspell', 'Daniel Grave', 'Liam Neeson', 'Arian Moayed', 'Bernhard Piesk', 'Jack Champion', 'Nedy John Cross', 'Noma Dumezweni', 'Luca Márkus', 'Christian Koerner']"
Avatar: The Way of Water,76.47999999999999,"['Science Fiction', 'Adventure', 'Action']","['Matt Gerald', 'Britain Dalton', 'Marianne Leroux', 'Ninon Moreau', 'Kim Do', 'Benjamin Hoetjes', 'Joel David Moore', 'Isaac Te Reina', 'Sylvie Genty', 'Cruz Moir', 'Scarlett Fernandez', 'Damien Witecka', 'Zoe Saldaña', 'Tanya Drewery', 'Anthony Ahern', 'Duane Evans Jr.', 'Shane Rangi', 'Julien Alluguette', 'CJ Jones', 'Andrew Arrabito', 'Matt Mouredon', 'Nikita Tu Bryant', 'Jake McLean', 'Jocelyn Christian', 'Eric Farmer', 'Carmen Levrau', 'Phil Peleton', 'Patrick Mancini', 'Dileep Rao', 'Filip Geljo', 'Alicia Vela-Bailey', 'Alex Lucas', 'Moana Ete', 'Stephen Lang', 'Bailey Bass', 'Michèle Bardollet', 'Brendan Cowell', 'Sean Anthony Moran', 'Kate Winslet', 'Victor T. Lopez', 'Jamie Landau', 'CCH Pounder', 'Edie Falco', 'Laurent Maurel', 'Alexandre Nguyen', 'Ingrid Donnadieu', 'Jennifer Stafford', 'Kevin Dorman', 'Jim Moore', 'Jemaine Clement', 'Chloe Coleman', 'Thiéry Dubé', 'Phil Brown', 'Luc Boulad', 'Rick Lucas', 'Sam Worthington', 'Xavier Fagnon', 'Maria Walker', 'Anneliese Fromont', 'Boris Rehlinger', 'Ava Diakhaby', 'Mathieu Buscatto', 'Jaynelia Coadou', 'Daniel Lough', 'Giovanni Ribisi', 'Philip Mtambo', 'Robert Okumu', 'Cliff Curtis', 'Oscar Douieb', 'Trinity Bliss', 'Jeremy Irwin', 'Adrien Antoine', 'Jack Champion', 'Johnny Alexander', 'Sigourney Weaver', 'Joel Tobeck', 'Keston John', 'Jamie Flatters', 'Pierre Boulanger']"
The Nun II,69.15,"['Horror', 'Mystery', 'Thriller']","['Anouk Darwin Homewood', 'Margaux Borel', 'Maxime Elias-Menet', 'Alexandra Gentil', 'Natalia Safran', 'Tamar Baruch', 'Kate Colebrook', 'Margot Morris', 'Anna Popplewell', 'Sarah Pachoud', 'Storm Reid', 'Jonas Bloquet', 'Aaron-Jon North', 'Katelyn Rose Downey', 'Pascal Aubert', 'Taissa Farmiga', 'Bonnie Aarons', 'Florence Mestais', 'Peter Hudson', 'David Horovitch', 'Viviana Moin', 'Camille Amiel', 'Gaël Raës', 'Vera Farmiga', 'Grégory Di Meglio', 'Paul Spera', 'Patrick Wilson', 'Renata Palminiello', 'Philippe Josserand', 'Lieve Carchon', 'Andrew Morgado', 'Fulvia Patrizia Olivieri', ""Léontine d'Oncieu"", 'Margot Bernazzi', 'Delcho Koprivshki', 'Suzanne Bertish']"
Sound of Freedom,80.85000000000001,"['Action', 'Drama']","['Gustavo Sánchez Parra', 'Gerardo Taracena', 'Eduardo Verástegui', 'Jim Caviezel', 'Jairo Ordóñez', 'Eduardo Gomez Monteverde', 'Samuel Livingston', 'Manny Pérez', 'James Quattrochi', 'Scott Haze', 'Kris Avedisian', 'Kurt Fuller', 'Yessica Borroto Perryman', 'Valerie Domínguez', 'Javier Godino', 'Ariel Sierra', 'Lucas Ávila', 'Bill Camp', 'Cristal Aparicio', 'Alejandro Muela', 'Gustavo Angarita Jr.', 'Gary Basaraba', 'Mira Sorvino', 'José Zúñiga', 'Jaime Newball']"
All-Time High,56.25,"['Comedy', 'Romance']","['Paul Deby', 'Hakim Jemili', 'Zoé Marchal', 'Yousef Ramal', 'Hedi Bouchenafa', 'Nassim Lyes', 'Ichem Bougheraba', 'Adrien Essamir', 'Gustave Kervern', 'Adèle Exarchopoulos', 'Eric Cullet', 'Yovel Lewkowski', 'Guillaume Canet', 'Ciryl Gane', 'Kenza Fortas', 'Panayotis Pascot', 'Alexandre Kominek', 'Yassine Stein']"
Wish,67.56,"['Animation', 'Family', 'Fantasy', 'Adventure']","['Victor Garber', 'Chris Pine', 'Yvette Nicole Brown', 'Niko Vargas', 'Alan Tudyk', 'Evan Peters', 'Lucas Sigler', 'Holland Watkins', 'Jon Rudnitsky', 'Natasha Rothwell', 'Woody Buck', 'Abraham Sigler', 'Heather Matarazzo', 'Nicole Lynn Evans', 'Ramy Youssef', 'Della Saba', 'Harvey Guillén', 'Ariana DeBose', 'Jennifer Kumiyama', 'Keone Young', 'Nasim Pedrad', 'Angelique Cabral', 'Efé', 'James Monroe Iglehart']"
