title,user ratings,genres,cast
The Lake,57.95,"['Horror', 'Science Fiction', 'Thriller']","['Supansa Wedkama', 'Chartchai Ketnust', 'Amnaj Wajaon', 'Jack Su', 'Theerapat Sajakul', 'Palita Chueasawathee', 'Sushar Manaying', 'Visarut Ritlert', 'Thanachat Tullayachat', 'Jinsheng Zang', 'Somphong Kunapratom', 'Manatsanan Keyata', 'Wanmai Chatborirak', 'Unruean Rachot', 'Ren Youxan', 'Vithaya Pansringarm', 'Xu Qian', 'Jirayu Thongnoom']"
Uri: The Surgical Strike,71.69,"['Action', 'Drama', 'War']","['Mohit Raina', 'Swaroop Sampat', 'Vicky Kaushal', 'Manish Sharma', 'Dhairya Karwa', 'Ajit Shidhaye', 'Rajit Kapoor', 'Shishir Sharma', 'Vitor Campos Miguel Neves', 'Kirti Kulhari', 'Manasi Parekh', 'Yogesh Soman', 'Abrar Zahoor', 'Akashdeep Arora', 'Satyajit Sharma', 'Yami Gautam', 'Ujjwal Chopra', 'Adarsh Gautam', 'Aritro Rudraneil Banerjee', 'Ivan Rodrigues', 'Navtej Hundal', 'Rukhsar Rehman', 'Raj Babbar', 'Rakesh Bedi', 'Riva Arora', 'Paresh Rawal', 'Manish Chaudhary']"
Believer 2,69.85000000000001,"['Crime', 'Action', 'Thriller']","['Yang Ik-june', 'Han Hyo-joo', 'Oh Seung-hoon', 'Kim Dong-young', 'Lee Sang-hee', 'Park Hae-jun', 'Cha Seung-won', 'Lee Joo-young', 'Jo Han-chul', 'Tzi Ma', 'Jung Jun-won', 'Kang Seung-hyun', 'Cho Jin-woong', 'Jun Suk-ho', 'Choi Gwang-il', 'Byun Yo-han']"
After Everything,70.37,"['Romance', 'Drama']","['Benjamin Mascolo', 'Louise Lombard', 'Beatriz Ferraz', 'Chance Perdomo', 'Stephanie Morfreita', 'Frances Turner', 'Paul S. Tracey', 'Rodrigo Soares', 'Rosa Escoda', 'Stef Claro', 'Ella Martine', 'Kiana Madeira', 'Arielle Kebbel', 'Iñigo Navarro', 'Marianne Bittencourt', 'Josephine Langford', 'Jessica Webber', 'Marcelo Fortuna', 'Ana Ivanova', 'Anton Kottas', 'Cora Kirk', 'Carter Jenkins', 'Rob Estes', 'Stephen Moyer', 'Niyi Akin', 'Carmen Santos', 'Laura Dutra', 'Harrison Osterfield', 'Mimi Keene', 'José Roquete', 'Dylan Sprouse', 'Hero Fiennes Tiffin', 'Victoria Paige Watkins', 'Rita Forte', 'José Mora Ramos']"
Guardians of the Galaxy Vol. 3,80.0,"['Science Fiction', 'Adventure', 'Action']","['Brandon Morales', 'Chukwudi Iwuji', 'Will Gunn', 'Max Bickelhaup', 'Skylar Huntley', 'Judy Greer', 'Asim Chaudhry', 'Brooklyn Skye Oliver', 'Ken Lyle', 'Renae Moneymaker', 'Joe Daru', 'Dave Bautista', 'Karen Gillan', 'Miriam Shor', 'Amelia Waters', 'Murphy Weed', 'Will Poulter', 'Gregg Henry', 'Stephen Blackehart', 'Benjamin Byron Davis', 'Zoe Saldaña', 'Candi VandiZandi', 'Hanna Pak', 'Mikaela Hoover', 'Grace Gunn', 'Seth Green', 'Tara Warren', 'Jasmine Munoz', 'Jonathan Mercedes', 'Emery Grilliot', 'Molly C. Quinn', 'Adriana Leonard', 'Sean Gunn', 'Elodie Clarke', 'Bonnie Discepolo', 'Daniela Melchior', 'Diego Ward', 'Dee Bradley Baker', 'Kyle Mclean', 'Henry Heffernan', 'Jared Leland Gore', 'Karen Abercrombie', 'Lloyd Kaufman', 'Tiffany Smith', 'Rhett Miller', 'Tara Strong', 'Jessica Fontaine', 'Nathan Fillion', 'Darla Delgado', 'Clare Grant', 'Bradley Cooper', 'Maria Bakalova', 'Jonathan Fritschi', 'Sarah Alami', 'John William Wright', 'Yael Ocasio', 'Michael Rooker', 'Michelle Civile', 'Randy Havens', 'Nico Santos', 'Grecia Balboa', 'Sarah Anne', 'Elizabeth Debicki', 'James Gunn', 'Gerardo Davila', 'Chris Pratt', 'Noa Raskin', 'Natalia Safran', 'Reinaldo Faberlle', 'Dane DiLiegro', 'Adelynn Spoon', 'Christopher Fairbank', 'Kai Zen', 'Vin Diesel', 'Caleb Spillyards', 'Austin Freeman', 'Autumn Griffin', 'Jennifer Holland', 'Alexis Hadesty', 'Baby Dro', 'Elan Gale', 'Giovannie Cruz', 'Pom Klementieff', 'Sylvester Stallone', 'Michael Rosenbaum', 'Pete Davidson', 'Linda Cardellini', 'Scarlett Blum', 'Terence Rosemore']"
The Little Mermaid,64.80000000000001,"['Adventure', 'Family', 'Fantasy', 'Romance']","['Jacob Tremblay', 'Johnny White', 'Sophie Carmen-Jones', 'Erica Stubbs', 'Awkwafina', 'Austyn Farrell', 'Melissa McCarthy', 'Andrew Lyle-Pinnock', 'Russell Balogh', 'Christopher Fairbank', 'Cecil Jee', 'Jonah Hauer-King', 'Arina Li', 'Art Malik', 'Leon Cooke', 'Jude Akuwudike', 'Ben Hukin', 'Kajsa Mohammar', 'Nathalie Sorrell', 'Jon-Scott Clark', 'Martina Laird', 'Jonathan Bishop', 'Karolina Conchet', 'Sasha Watson Lobo', 'Jessica Alexander', 'Sienna King', 'Charlotte Wilmott', 'Lorena Andrea', 'Bobby Windebank', 'John Dagleish', 'Nicole Valverde', 'Shay Barclay', 'Cameron Valentina', 'Javier Bardem', 'Craig Stein', 'Chanel Mian', 'Halle Bailey', 'Charles Ruhrmund', 'Simone Ashley', 'Chris George', 'Adrian Christopher', 'Kate Thompson', 'Ian Oswald', 'Julz West', 'Jodi Benson', 'Aaron Bryan', 'Noma Dumezweni', 'Matthew Carver', 'Ebony Molina', 'Daveed Diggs', 'Oliver Ravelin', 'Emily Coates', 'Yasmin Harrison', 'Tarik Frimpong']"
Pet Sematary: Bloodlines,60.739999999999995,['Horror'],"['Isabella Star LaBlanc', 'Jude Beny', 'Phoenix Wilson', 'Karl Graboshas', 'Jack Mulhern', 'Matt Holland', 'Glen Gould', 'John Boylan', 'Jackson White', 'Forrest Goodluck', 'Elliot Miville-Deschênes', 'Samantha Mathis', 'Pam Grier', 'David Duchovny', 'Noah Labranche', 'Vincent Leclerc', 'Steve Love', 'Henry Thomas', 'Christian Jadah', 'Auden Larratt', 'Natalie Alyn Lind', 'Corgand Janeway-Svendsen', 'Aron Benali', 'Ted Whittall']"
The Monkey King: Reborn,71.0,"['Animation', 'Action', 'Fantasy', 'Family']","['Zhongyang Baomu', 'Haiting Cai', 'Sicen Liu', 'Jason Kesser', 'Sheng Feng', 'Su Shangqing', 'Roly Gutiérrez', 'Qiu Qiu', 'Wang Chenguang', 'Zhang Yaohan', 'Qiang Lin', 'He Zhang', 'Jiang Bian', 'Donald Guzzi', 'Dalton Walker', 'Bai Xuecen', 'Zhang Lei']"
Around the World in 80 Days,55.0,"['Animation', 'Family']","['Kaycie Chase', 'Damien Frette', 'Céline Ronté', 'Véronique Augereau', 'Julien Crampon']"
Radical,75.77,['Drama'],"['Xochiquetzal Martínez', 'Manuel Márquez', 'Mia Fernanda Solis', 'Eugenio Derbez', 'Manuel Cruz Vivas', 'Claudia Fuentes Medina', 'Libia Regalado', 'Jennifer Trejo', 'Danilo Guardiola Escobar', 'Daniel Haddad', 'Gilberto Barraza', 'Erwin Veytia', 'Christian Gonzalez', 'Kaarlo Isaacs Barria', 'Enoc Leaño', 'Librada Elois', 'Margarita Chavarría', 'Sergio Iván Juárez Correa', 'Rocío Canseco', 'Víctor Estrada', 'Edmundo Munoz']"
