title,user ratings,genres,cast
The Hunger Games: The Ballad of Songbirds & Snakes,72.53999999999999,"['Action', 'Adventure', 'Science Fiction']","['Kaitlyn Akinpelumi', 'Kjell Brutscheidt', 'Rachel Zegler', 'Donald Sutherland', 'Mackenzie Lansing', 'Irene Böhm', 'Sofia Sanchez', 'Jonas Martens', 'Lilly Cooper', 'Hunter Schafer', 'Eike Onyambu', 'Jason Schwartzman', 'Dexter Sol Ansell', 'Ashley Liao', 'Nick Benson', 'Zoë Renee', 'Peter Dinklage', 'Scott Folan', 'Vaughan Reilly', 'Max Raphael', 'George Somner', 'Carl Spencer', 'Josh Andrés Rivera', 'Luna Kuse', 'Michael Greco', 'Fionnula Flanagan', 'Konstantin Taffet', 'Viola Davis', 'Victoria Paige Watkins', 'Isobel Jesper Jones', 'Luna Steeples', 'Daniela Grubert', 'Aamer Husain', 'Ayomide Adegun', 'Tom Blyth', 'Hiroki Berrecloth', 'Flora Thiemann', 'Amélie Hoeferle', 'Dakota Shapiro', 'Jerome Lance', 'Honor Gillies', 'Dimitri Abold', 'Athena Strates', 'Knox Gibson', 'Burn Gorman', 'Cooper Dillon']"
The Equalizer 3,74.19,"['Action', 'Thriller', 'Crime']","['Beatrice Aiello', 'Mariarosaria Mingione', 'Daniele Perrone', 'Salvatore Ruocco', 'Luigi Catani', 'Cristiano Pittarello', 'Adriano Sabrie', 'Isabella Delle Monache', 'Gaia Scodellaro', 'Daniele Ornatelli', 'Alessandro Press', 'Melissa Leo', 'Dakota Fanning', 'Agostino Chiummariello', 'Dea Lanzaro', 'Valerio Da Silva', 'Remo Girone', 'Marco Cicalese', 'Alessandro Xavier De Silva', 'Gianluigi Scilla', 'Bruno Bilotta', 'Adolfo Margiotta', 'Marco Giuliani', 'Marta Zoffoli', 'Simona Distefano', 'Manuela Tasciotti', 'Eugenio Mastrandrea', 'Gian Piero Rotoli', 'Denzel Washington', 'Sonia Ammar', 'Mauro Cremonini', 'Niccolò Senni', 'Giovanni Scotti', 'Giovanni Trombetta', 'Andrea Scarduzio', 'Zakaria Hamza', 'Diego Riace', 'David Denman', 'Lucia Zotti', 'Danilo Capuzi', 'Niccolò Fava', 'Andrea Dodero', 'Arcangelo Iannace']"
Dragon Ball: Mystical Adventure,68.03,"['Action', 'Animation']","['Mami Koyama', 'Mayumi Tanaka', 'Hirohiko Kakegawa', 'Hiroyuki Satou', 'Masato Hirano', 'Daisuke Gori', 'Joji Yanami', 'Eiko Yamada', 'Banjo Ginga', 'Shin Aomori', 'Hiromi Tsuru', 'Tessyo Genda', 'Kenji Utsumi', 'Seiko Nakano', 'Toru Furuya', 'Hirotaka Suzuoki', 'Shigeru Chiba', 'Naoki Tatsuta', 'Naoko Watanabe', 'Mitsuko Horie', 'Masako Nozawa', 'Toshio Furukawa', 'Kōhei Miyauchi', 'Chikao Ohtsuka', 'Hiroko Emori', 'Ichiro Nagai']"
Blue Beetle,69.0,"['Action', 'Science Fiction', 'Adventure']","['Modesto Lacen', 'Damián Alcázar', 'Adriana Barraza', 'Chente Ydrach', 'Brianna Quinn Lewis', 'Perris Drew', 'Walter J. Buck', 'Jackson Spidell', 'Esteban Ruiz', 'George Lopez', 'Tahj Vaughans', 'Ayden Rivera', 'Susan Sarandon', 'Raoul Max Trujillo', 'Oshún Ramirez', 'Isabella Aparicio', 'Belissa Escobedo', 'Felipe Esparza', 'Yuli Zorrilla', 'Sergio Valente', 'Jon Z', 'Carlos Ponce', 'Bruna Marquezine', 'Xolo Mariduena', 'Elpidia Carrillo', 'Marcus Nelson', 'Jorge Jimenez', 'Franco Castan', 'Eyra Agüero Joubert', 'Becky G', 'Xol Gonzalez', 'Dante Gonzalez-Abreu', 'Harvey Guillén', 'Gabrielle Ortiz']"
Saw X,74.1,"['Horror', 'Thriller']","['Lucía Gómez-Robledo', 'Synnøve Macody Lund', 'David Alfano', 'Sebastián Torres', 'James Burg', 'Steven Brand', 'Isan Beomhyun Lee', 'Shawnee Smith', 'Joshua Okamoto', 'Jorge Briseño', 'Paulette Hernández', 'Katie Barberi', 'Bailey Guidry', 'Michael Beach', 'Craig Hurley', 'Kerry Ardra', 'Natasha Goss', 'Donagh Gordon', 'Renata Vaca', 'Octavio Hinojosa Martínez', 'Cristo Ruiz', 'Costas Mandylor', 'Baltimore Beltrán', 'Tobin Bell']"
Meg 2: The Trench,67.45,"['Action', 'Science Fiction', 'Horror']","['Jason Statham', 'Robin Hill', 'Stewart Alexander', 'Melissanthi Mahut', 'Sui Fong Ivy Tsui', 'Xiong Jinyi', 'Sienna Guillory', 'Richard Glover', 'Matthew Stirling', 'Guo Tao', 'Able Wanamakok', 'Bai Narisu', 'Sergio Peris-Mencheta', 'Page Kennedy', 'Wu Jing', 'Felix Mayr', 'Longxi', 'Jonny James', 'Li Xin', 'Whoopie van Raam', 'Dai Lele', 'Cai Jingjing', 'Sara Dee', 'Cliff Curtis', 'Skyler Samuels', 'Enzo di Bonaventura', 'Billy Clements', 'Shuya Sophia Cai', 'Kiran Sonia Sawar', 'Kenneth Won']"
The Super Mario Bros. Movie,77.49,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","['John DiMaggio', 'Barbara Harris', 'Jack Black', 'Jeremy Maxwell', 'Django Craig', 'Juliet Jelenic', 'Phil LaMarr', 'Eric Osmond', 'Daniel Mora', 'Fred Armisen', 'Jessica DiCicco', 'Noreen Reardon', 'Aaron Hendry', 'Khary Payton', 'Keegan-Michael Key', 'Anya Taylor-Joy', 'Jason Broad', 'Eric Bauza', 'Nora Wyman', 'Willow Geer', 'Charlie Day', 'Lee Shorten', 'Scott Menville', 'Nisa Ward', 'Carlos Alazraqui', 'Kevin Michael Richardson', 'Sebastian Maniscalco', 'Will Collyer', 'Charles Martinet', 'Rachel Butera', 'Andy Hirsch', 'Rino Romano', 'Cathy Cavadini', 'Cree Summer', 'Chris Pratt', 'Seth Rogen', 'Ashly Burch']"
Elemental,77.26,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']","['Mason Wertheimer', 'Matthew Yang King', 'Jeff Lapensee', 'Jonathan Adams', 'Ronobir Lahiri', 'Reagan To', 'Joe Pera', 'Alex Kapp', 'Clara Lin Ding', 'Ben Morris', 'P.L. Brown', 'Wendi McLendon-Covey', 'Leah Lewis', 'Mamoudou Athie', 'Ronnie del Carmen', ""Catherine O'Hara"", 'Shila Ommi', 'Wilma Bonet']"
Barbie,71.92,"['Comedy', 'Adventure', 'Fantasy']","['Tom Clark', 'Patrick Luwis', 'Ira Mandela Siobhan', 'Adam Blaug', 'Janine Somcio', 'Todd Talbot', 'Naomi Weijand', 'Miekaile Browne', 'Kat Collings', 'Ncuti Gatwa', 'James Healy', 'Ashley Young', 'Sasha Wareham', 'Onyemachi Ejimofor', 'Alexandra Shipp', 'Alana Rixon', 'Sasha Milstein', 'Carlos Jacott', 'Lisa Spencer', 'Grace Durkin', 'Jamaal Lewis', 'Charles Tatman', 'Ramzan Miah', 'Michael Anderson', 'Lewis Calcutt', 'Ana Kayne', 'Nikkita Chadha', 'Simu Liu', 'Thomas Kalek', 'Kate McKinnon', 'Christopher T. Wood', 'Ireanne Abenoja', 'Zheng Xi Yong', 'McKenna Roberts', 'Adam Ray', 'Gustave Die', 'Nicola Coughlan', 'Adam Crossley', 'Connor Swindells', 'Hari Nef', 'Will Ferrell', 'Barnaby Quarendon', 'Millie-Rose Crossley', 'Rhea Perlman', 'Lauren Holt', 'Aaron J. Smith', 'Adam Fogarty', 'Charlie Goddard', 'Ryan Piers Williams', 'Mikey French', 'Richard Womersley', 'Callum Clack', 'Sebastian Skov', 'Issa Rae', 'Andy Monaghan', 'Cristian Liberti', 'Grace Jabbari', 'Mira Jebari', 'Tim Hodges', 'Rob Brydon', 'Nahum McLean', 'Hannah Khalique-Brown', 'Anna-Kay Gayle', 'David Mumeni', 'Eire Farrell', 'Paul Jurewicz', 'Beccy Jones', 'Megan Charles', 'Jack William Parry', 'Grant Thresh', 'Davide Albonetti', 'Grant Neal', 'Joe Wolstenholme', 'Prodromos Marneros', 'Genvieve Toussaint', 'Rico Bakker', 'Michael Cera', 'Yasmin Harrison', 'Kathryn Akin', 'Marisa Abela', 'Luke Mullen', 'John Cena', 'Liam Riddick', 'Mac Brandt', 'America Ferrera', 'Sterling Jones', 'Lewis Easter', 'Andrew Leung', 'Maiya Leeke', 'Kingdom Sibanda', 'Ryan Gosling', 'Deb Hiett', 'Oliver Chapman', 'Jerry Wan', 'Jordan Melchor', 'Lucy Boynton', 'Dua Lipa', 'Josie Pocock', 'Asim Chaudhry', 'Ariana Greenblatt', 'Callum Bell', 'Ella Nonini', 'Brylee Hsu', 'Oraldo Austin', 'Emma Mackey', 'Kingsley Ben-Adir', 'Redmand Rance', 'Ritu Arya', 'Danny Coburn', 'Alex Brown', 'Mason Boyce', 'Zara Richards', 'Tony Noto', 'Freja Nicole', 'Mette Towley', 'Hannah Nazareth', 'Manuela Mora', 'Will Merrick', 'Ptolemy Slocum', 'Elise Gallup', 'Sasha Flesch', 'Ellis Harman', 'Helen Mirren', 'Erica Ford', 'James Bamford', 'Josh Hawkins', 'Josh Wild', 'Callum Sterling', 'Shaun Niles', 'Emerald Fennell', 'Adam Paul Robertson', 'Oliver Wheeler', 'Florivaldo Mossi', 'Ray Fearon', 'Aida Sexton', 'James Leon', 'Scott Evans', 'Jamie Demetriou', 'Chris Taylor', 'William John Banks', 'Anvita Nehru', 'Lily Laight', 'Margot Robbie', 'Oliver Vaquer', 'Annie Mumolo', 'Stan West', 'Joshua Smith', 'Luke Field-Wright', 'Lucia-Rose Sokolowski', 'Kayla-Mai Alvares', 'Ann Roth', 'Marlie Goddard', 'Alex Sturman', 'Taylor Bradshaw', 'Joelle Dyson', 'Wahchi Vong', 'Olivia Brody', 'Benjamin Arthur', 'Isla Ashworth', 'Charlotte Anderson', 'Sharon Rooney', 'Daisy Duczmal', 'Connor Tidman', 'Cameron Everitt', 'Sia Dauda', 'Tom Stourton', 'George Basil', 'Isabella Nightingale']"
Gran Turismo,79.91,"['Adventure', 'Action', 'Drama']","['Matthew Hirsch', 'Théo Christine', 'Jamie Kenna', 'Daniel Puig', 'Archie Madekwe', 'John Carter', 'Peter Lundie', 'Eszter Zavaros', 'Atsushi Kuwayama', 'Sang Heon Lee', 'Richard Cambridge', 'Niall McShea', 'Yoojin Lee', 'Hadia Tarek Mohamed Elsayed Sadek Ghaleb', 'Kal Sabir', 'David Harbour', 'Lloyd Meredith', 'Ciaran Joyce', 'Emelia Hartford', 'Wai Wong', 'Nikhil Parmar', 'Akie Kotabe', 'Niki Faulkner', 'Orlando Bloom', 'Lindsay Pattison', 'Royce Cronin', 'Mariano González', 'Cavan Jones', 'Jacques Jouffret', 'Sadao Ueda', 'Will Buxton', 'Bence Bauer', 'Pepe Barroso', 'Thomas Kretschmann', 'Ayano Yamamoto', 'Andrea Vasiliou', 'Darren Barnet', 'Takehiro Hira', 'Hannah Hornsby', 'Rina Saito', 'Maya Murofushi', 'Selin Cuhadaroglu', 'Maximilian Mundt', 'Daijiro Yoshihara', 'Bianca Bardoe', 'Djimon Hounsou', 'Maeve Courtier-Lilley', 'Kazunori Yamauchi', 'Geri Horner', 'Harki Bhambra', 'Joanne Heywood', 'Josha Stradowski']"
